iter	RMSE
363	0.4761760846
364	0.4759534797
365	0.4757378616
366	0.4755610632
367	0.475363245
368	0.4750686685
369	0.4749301844
370	0.4747023618
371	0.4746087991
372	0.4744568602
373	0.4743427022
374	0.4741563154
375	0.4740114881
376	0.4738479882
377	0.4737109687
378	0.4734248798
379	0.473057412
380	0.4728845988
381	0.4726574803
382	0.472488071
383	0.4722655609
384	0.4721087692
385	0.4719388273
386	0.4716695857
387	0.4714652738
388	0.4713217756
389	0.4711923887
390	0.4707680503
391	0.470559594
392	0.4704774449
393	0.4702693593
394	0.4700391107
395	0.4698564734
396	0.4696890571
397	0.4695641865
398	0.4693681444
399	0.4692428025
400	0.4691219379
401	0.4689808852
402	0.4686903547
403	0.4685486469
404	0.4683631352
405	0.4680493012
406	0.4678657265
407	0.4677082186
408	0.4675561233
409	0.4672377724
410	0.4671001997
411	0.4669555814
412	0.4667350977
413	0.4665244082
414	0.4663938464
415	0.4662122723
416	0.4659798873
417	0.4658109429
418	0.4653645552
419	0.4651404444
420	0.4648785074
421	0.4646810838
422	0.4645068422
423	0.4644266492
424	0.4642654626
425	0.4641203105
426	0.4638478384
427	0.4638223951
428	0.4636924857
429	0.463560656
430	0.4633805988
431	0.4632485713
432	0.4631670144
433	0.462963932
434	0.4628652044
435	0.4626816601
436	0.4625366219
437	0.4622570705
438	0.4622093859
439	0.4620438116
440	0.46196732
441	0.4617553375
442	0.461510741
443	0.4612613277
444	0.4611709213
445	0.4610511955
446	0.4609100518
447	0.4607760002
448	0.4606013622
449	0.4603396108
450	0.4602372433
451	0.4599891972
452	0.4598789978
453	0.4596945126
454	0.459590659
455	0.4594858288
456	0.4594242016
457	0.4592805933
458	0.4590461714
459	0.4588520978
460	0.4587569294
461	0.4586517776
462	0.4584043275
463	0.4583224419
464	0.4581289601
465	0.4580016337
466	0.4579883663
467	0.4578230584
468	0.4577899066
469	0.4576518606
470	0.4575340267
471	0.4573707884
472	0.4572407148
473	0.4571667233
474	0.4570378023
475	0.4568126302
476	0.4565479282
477	0.4563294418
478	0.4561356821
479	0.4558099587
480	0.4556432038
481	0.4555399049
482	0.4554186184
483	0.4551558991
484	0.4550071845
485	0.4548665401
486	0.4547780856
487	0.4546306725
488	0.4542956083
489	0.45410159
490	0.4539792011
491	0.4537930097
492	0.4535281545
493	0.4534752342
494	0.453351848
495	0.4532427068
496	0.4531523463
497	0.4529263898
498	0.4528205712
499	0.4526198161
500	0.4525219513
501	0.4522762106
502	0.4521558632
503	0.4520064596
504	0.4519477275
505	0.4517420966
506	0.4517240354
507	0.4514555212
508	0.4513800407
509	0.4511896826
510	0.4509586807
511	0.4507988067
512	0.4507465591
513	0.4506048665
514	0.4505496959
515	0.4502922883
516	0.4500171738
517	0.4499432994
518	0.4497478354
519	0.4495391878
520	0.4492813451
521	0.4490634045
522	0.4488693936
523	0.448620179
524	0.4485725199
525	0.4482737283
526	0.4480286948
527	0.4479744269
528	0.4478507574
529	0.4476623842
530	0.4474700382
531	0.4473352955
532	0.4471180828
533	0.446904455
534	0.4468107925
535	0.4466266462
536	0.4465139171
537	0.4462963654
538	0.446134063
539	0.4460169684
540	0.4458487004
541	0.4457639835
542	0.4456717068
543	0.4454880509
544	0.4453000829
545	0.4452664501
546	0.4451754396
547	0.4451360322
548	0.4450445743
549	0.4447508184
550	0.4445242173
551	0.4443976432
552	0.4443106432
553	0.4442276993
554	0.4439446565
555	0.4437803638
556	0.443697478
557	0.4434994247
558	0.4433841168
559	0.4431122798
560	0.4429265779
561	0.4425275576
562	0.4424302166
563	0.4423021129
564	0.4422900825
565	0.4421719515
566	0.4421104814
567	0.4419860267
568	0.4419164162
569	0.4417690808
570	0.4413874019
571	0.4410919972
572	0.4409017912
573	0.4407854843
574	0.4406225566
575	0.4405665555
576	0.4403837624
577	0.4403045343
578	0.4401933056
579	0.4400894272
580	0.4398925685
581	0.4395623594
582	0.4393667134
583	0.4391150618
584	0.4388880016
585	0.4388427386
586	0.4387330868
587	0.4385328546
588	0.4385201386
589	0.4383577924
590	0.4381149519
591	0.4380771562
592	0.4379976621
593	0.4378599119
594	0.437730324
595	0.437694937
596	0.4376021027
597	0.4375716951
598	0.4374723538
599	0.4371868437
600	0.4370474546
601	0.4369738918
602	0.4369204011
603	0.436801771
604	0.43669833
605	0.436344298
606	0.4362521342
607	0.4359961644
608	0.4358131329
609	0.4356542862
610	0.4355692724
611	0.4354688167
612	0.4353113379
613	0.4351399476
614	0.4348791114
615	0.4346718054
616	0.4344494122
617	0.4343761077
618	0.4342702485
619	0.4341793781
620	0.434002192
621	0.4338857057
622	0.4336582533
623	0.4336487069
624	0.4336397059
625	0.4335466215
626	0.4334674051
627	0.4332761353
628	0.4331821837
629	0.4330799484
630	0.4330163041
631	0.4328448281
632	0.4326131385
633	0.4325798985
634	0.4324695589
635	0.4323252137
636	0.4322874335
637	0.4321883998
638	0.4320741642
639	0.4319401475
640	0.4318168013
641	0.4315642629
642	0.431246444
643	0.4312267313
644	0.4310794946
645	0.4310394042
646	0.4309425901
647	0.4308100281
648	0.4307554729
649	0.4306963845
650	0.4306747803
651	0.4305765573
652	0.4303253768
653	0.4301999279
654	0.4300272748
655	0.4299485567
656	0.4298419229
657	0.4295822695
658	0.4295713304
659	0.4294693492
660	0.429192567
661	0.4289745443
662	0.4287920589
663	0.4287143439
664	0.4285513596
665	0.4283309509
666	0.4282772056
667	0.4281556363
668	0.4280267392
669	0.4279162753
670	0.4276228328
671	0.4274875605
672	0.4273157437
673	0.4271091784
674	0.426843259
675	0.42678092
676	0.4265950987
677	0.4265132332
678	0.4264047784
679	0.4262786704
680	0.4260542081
681	0.4260043863
682	0.4259148291
683	0.4258321231
684	0.4255540217
685	0.4254600904
686	0.4251908972
687	0.4248729985
688	0.4248073804
689	0.4246402012
690	0.4245380813
691	0.4244811489
692	0.4244119125
693	0.4241821211
694	0.4240994242
695	0.4239505093
696	0.4238805345
697	0.4236551462
698	0.4235306159
699	0.4234441602
700	0.4234064319
701	0.4233771997
702	0.4231601882
703	0.4231087401
704	0.4229038178
705	0.4227657024
706	0.4225226885
707	0.4224726795
708	0.4223216291
709	0.4220811914
710	0.4219649324
711	0.421877058
712	0.4216766744
713	0.421547552
714	0.4212913592
715	0.421127783
716	0.4211120726
717	0.4207862063
718	0.4206685391
719	0.4206025877
720	0.420469558
721	0.4201926918
722	0.4201731389
723	0.4201674089
724	0.4200449476
725	0.4199805194
726	0.4198884169
727	0.4196700814
728	0.419496556
729	0.4192949694
730	0.4191823775
731	0.4190667248
732	0.4190569864
733	0.4189458097
734	0.4187062329
735	0.4185072399
736	0.4184270747
737	0.4184028626
738	0.4181454465
739	0.4178807516
740	0.417694223
741	0.4175644488
742	0.4174542563
743	0.4172952965
744	0.4171814034
745	0.4170682831
746	0.4170025049
747	0.4168740375
748	0.4167297764
749	0.4165630567
750	0.4164869719
751	0.416448641
752	0.4162491211
753	0.4162370382
754	0.4162223739
755	0.4161063369
756	0.4159518528
757	0.4158776231
758	0.4157592583
759	0.415584261
760	0.4155369003
761	0.4153387077
762	0.4152621841
763	0.4150740606
764	0.415065695
765	0.4148356946
766	0.4146745757
767	0.4145576776
768	0.4144298255
769	0.4143021326
770	0.4142156833
771	0.4139315237
772	0.4138019165
773	0.4136938565
774	0.4136485203
775	0.4134924524
776	0.4133521155
777	0.4133142184
778	0.4132372108
779	0.4131357734
780	0.4130681742
781	0.4129520099
782	0.4128760536
783	0.4127989392
784	0.4125748479
785	0.4124793223
786	0.4123560406
787	0.412308932
788	0.4122883927
789	0.4121509081
790	0.4118971081
791	0.4116529348
792	0.411532555
793	0.4114462028
794	0.4113001839
795	0.4111275527
796	0.4109332511
797	0.4108117803
798	0.4108080639
799	0.4105784502
800	0.4105203854
801	0.4104209339
802	0.4102853185
803	0.4099889165
804	0.4099082583
805	0.4098940047
806	0.4097063315
807	0.409547211
808	0.4095037366
809	0.4093817926
810	0.4092573241
811	0.4089817871
812	0.4087512847
813	0.4086824789
814	0.4084252489
815	0.4082931989
816	0.4082468797
817	0.4081527887
818	0.4079739157
819	0.4078860395
820	0.4078437343
821	0.4077039433
822	0.4075314074
823	0.4073433693
824	0.4073078041
825	0.4072029205
826	0.4071292683
827	0.4070587504
828	0.4068720699
829	0.4068135279
830	0.4065764071
831	0.4064400604
832	0.4063530207
833	0.4063364242
834	0.4062255987
835	0.4060391267
836	0.4059074863
837	0.4057232502
838	0.4055103097
839	0.4053992639
840	0.4052601487
841	0.405144568
842	0.4050726971
843	0.4049410416
844	0.4046807098
845	0.4045285199
846	0.4043570393
847	0.4042017822
848	0.4039112861
849	0.4037600092
850	0.4036904494
851	0.4035626836
852	0.4034800037
853	0.4033341293
854	0.4031085825
855	0.4029699042
856	0.4028887682
857	0.402819614
858	0.4027167215
859	0.4025234148
860	0.4023206427
861	0.4022400955
862	0.402069298
863	0.4019582829
864	0.4018281146
865	0.4016952495
866	0.4016239015
867	0.4015365539
868	0.4014125821
869	0.4013437584
870	0.4010976422
871	0.4010839044
872	0.400909145
873	0.4008386496
874	0.4007394755
875	0.400539891
876	0.4004153763
877	0.4004114606
878	0.4002163703
879	0.4001502375
880	0.4000170787
881	0.3999095227
882	0.3996765351
883	0.3995361937
884	0.3994397974
885	0.3992847956
886	0.3990377125
887	0.3989573966
888	0.3988859294
889	0.3987565564
890	0.3986923439
891	0.3985263954
892	0.3984441007
893	0.3983436305
894	0.3981232772
895	0.3979595938
896	0.3979195558
897	0.3977418134
898	0.3976234572
899	0.3974463084
900	0.3973311516
901	0.3972269557
902	0.3971286192
903	0.3969810669
904	0.3968760708
905	0.3967434412
906	0.3966310115
907	0.3964950575
908	0.3964309499
909	0.3963296821
910	0.3960986734
911	0.3959917474
912	0.3959180569
913	0.3956417477
914	0.3954742824
915	0.3953006859
916	0.3950646827
917	0.3950380551
918	0.394899222
919	0.3946843537
920	0.3944967653
921	0.3943515173
922	0.3942270003
923	0.3940277594
924	0.3938421143
925	0.3936418887
926	0.3935275706
927	0.3934507086
928	0.3933215608
929	0.3932556987
930	0.3931808538
931	0.3931425357
932	0.3928767284
933	0.3927063918
934	0.3926350317
935	0.3925100618
936	0.3924214264
937	0.3923222565
938	0.3922146654
939	0.3921093606
940	0.3918854568
941	0.3918547478
942	0.3917694654
943	0.3916172432
944	0.3915017744
945	0.3913592674
946	0.391218232
947	0.391142039
948	0.3911354562
949	0.3910559829
950	0.3910535545
951	0.390925965
952	0.3908645823
953	0.3908002926
954	0.3906755716
955	0.3905896873
956	0.3903295866
957	0.3901447017
958	0.3900348786
959	0.389867644
960	0.3897823387
961	0.3896454926
962	0.3896051368
963	0.3894589391
964	0.3893180316
965	0.3892001211
966	0.3891183815
967	0.3889585945
968	0.3888827464
969	0.3887763604
970	0.3886862031
971	0.3886022955
972	0.3883850228
973	0.3882745836
974	0.3882707103
975	0.3882629788
976	0.3881224144
977	0.3880472057
978	0.3877622514
979	0.3876279034
980	0.3874479652
981	0.3873086812
982	0.3871458583
983	0.3870836624
984	0.3868529696
985	0.386797002
986	0.3867153052
987	0.3866443675
988	0.3866168661
989	0.3865280664
990	0.3864149698
991	0.3862855235
992	0.3861866339
993	0.3860030775
994	0.385897524
995	0.385815427
996	0.3857762925
997	0.3855868764
998	0.3855243165
999	0.3853865792
1000	0.3853167714
1001	0.3852049713
1002	0.38517102
1003	0.3850552251
1004	0.3849472345
1005	0.3849094804
1006	0.3847337231
1007	0.3846124838
1008	0.3845288503
1009	0.3844317165
1010	0.3843616838
1011	0.3841843668
1012	0.383960469
1013	0.3837027308
1014	0.3836062788
1015	0.383506034
1016	0.38336107
1017	0.3832090576
1018	0.3831559141
1019	0.3830042063
1020	0.3829273957
1021	0.3828779445
1022	0.3827814439
1023	0.3826612909
1024	0.3825076371
1025	0.3823171124
1026	0.382231978
1027	0.3821575194
1028	0.3820083285
1029	0.381939177
1030	0.3817885754
1031	0.3817118934
1032	0.3816587177
1033	0.3815094304
1034	0.3814126202
1035	0.3813133643
1036	0.3812024999
1037	0.3811418509
1038	0.3810500373
1039	0.3808975063
1040	0.380829892
1041	0.3807255618
1042	0.3806301294
1043	0.3804784386
1044	0.3803635729
1045	0.3802758788
1046	0.3801980857
1047	0.3800643391
1048	0.3798694206
1049	0.3797833405
1050	0.3796759348
1051	0.3795889296
1052	0.3795062896
1053	0.3793240032
1054	0.3792763909
1055	0.3791897482
1056	0.3790755894
1057	0.378925595
1058	0.3788139699
1059	0.3786908618
1060	0.3785893176
1061	0.3785291572
1062	0.3783971827
1063	0.3783162493
1064	0.378227057
1065	0.3781490626
1066	0.3779886244
1067	0.3778931737
1068	0.3777703365
1069	0.3776842993
1070	0.3775930444
1071	0.3774416897
1072	0.3774195534
1073	0.3773274544
1074	0.3772342428
1075	0.3770488481
1076	0.3769784198
1077	0.3769009853
1078	0.3768187604
1079	0.3767282745
1080	0.3766040939
1081	0.3763931332
1082	0.3763315073
1083	0.3761989405
1084	0.3760755721
1085	0.3759827448
1086	0.3758780296
1087	0.3757780558
1088	0.3757182827
1089	0.3755679385
1090	0.375496144
1091	0.3753903855
1092	0.3753111468
1093	0.3751805978
1094	0.3750929039
1095	0.3749919654
1096	0.3748923999
1097	0.374808376
1098	0.3746434301
1099	0.3745007724
1100	0.374385209
1101	0.3742909439
1102	0.3741510125
1103	0.3740657839
1104	0.3739708221
1105	0.3739214934
1106	0.3737361908
1107	0.3736297497
1108	0.3735825818
1109	0.3734945395
1110	0.3734096094
1111	0.3732103846
1112	0.3731358564
1113	0.3730365635
1114	0.3729556494
1115	0.3728165514
1116	0.3727569437
1117	0.3726614596
1118	0.3724926577
1119	0.3724011459
1120	0.3723416888
1121	0.3722308232
1122	0.3721299299
1123	0.3720606636
1124	0.3718785929
1125	0.3717488297
1126	0.3716624858
1127	0.3715543624
1128	0.3714317495
1129	0.3713298512
1130	0.3712287145
1131	0.3710920311
1132	0.3709608638
1133	0.3708449966
1134	0.3707660849
1135	0.3706510256
1136	0.3705850388
1137	0.3704945001
1138	0.3703607095
1139	0.3702325557
1140	0.3701886133
1141	0.3700837471
1142	0.3700590834
1143	0.3699391401
1144	0.369870617
1145	0.3698293491
1146	0.3696494772
1147	0.3695440633
1148	0.3694564628
1149	0.3693432396
1150	0.3692349721
1151	0.3691159713
1152	0.3690366009
1153	0.3689572079
1154	0.3688430549
1155	0.3686612053
1156	0.3685391482
1157	0.3683711925
1158	0.3682841529
1159	0.3681626467
1160	0.3680531356
1161	0.3679079973
1162	0.3678145791
1163	0.3676400125
1164	0.3675425062
1165	0.36748663
1166	0.3672150969
1167	0.3671185162
1168	0.367026346
1169	0.3669095712
1170	0.3668242094
1171	0.3667442579
1172	0.3666433595
1173	0.3665561493
1174	0.3664159909
1175	0.3663549465
1176	0.3662540296
1177	0.3661222521
1178	0.3660405887
1179	0.3659830406
1180	0.3658852421
1181	0.3658591784
1182	0.3657809204
1183	0.3657026749
1184	0.3656387508
1185	0.3655238229
1186	0.3654442412
1187	0.3653714373
1188	0.3652337607
1189	0.3650200695
1190	0.3649463842
1191	0.3648042721
1192	0.364728888
1193	0.3646762633
1194	0.3645665633
1195	0.3644593225
1196	0.364302898
1197	0.3641560158
1198	0.364020918
1199	0.3639122519
1200	0.3638322423
1201	0.3637569862
1202	0.3636646068
1203	0.3635557966
1204	0.3634914731
1205	0.363368531
1206	0.3632893488
1207	0.3632153951
1208	0.3630824426
1209	0.3629822378
1210	0.3627440904
1211	0.3626156404
1212	0.3625276162
1213	0.3624728879
1214	0.3623942519
1215	0.3622875277
1216	0.3621449417
1217	0.3620712024
1218	0.3620072169
1219	0.3619263732
1220	0.3617610049
1221	0.3616675231
1222	0.3615055998
1223	0.3613993839
1224	0.3611654599
1225	0.3609801048
1226	0.3609283789
1227	0.3608265344
1228	0.3607289858
1229	0.3606398681
1230	0.3605515922
1231	0.3604053295
1232	0.3602894572
1233	0.3601929191
1234	0.3600978294
1235	0.3600411732
1236	0.3598769866
1237	0.3597383058
1238	0.3596244226
1239	0.3595416113
1240	0.3594910268
1241	0.359326992
1242	0.3592097131
1243	0.3591522695
1244	0.3589995608
1245	0.358907766
1246	0.3588441219
1247	0.3587429226
1248	0.3586685655
1249	0.3586411177
1250	0.3585099989
1251	0.3584234842
1252	0.3583070422
1253	0.3581594788
1254	0.3580371106
1255	0.3577874654
1256	0.3576032892
1257	0.3574712748
1258	0.3573771644
1259	0.3572797207
1260	0.3571818452
1261	0.3570827557
1262	0.3569440262
1263	0.3568943527
1264	0.3568367545
1265	0.3567358256
1266	0.3566073465
1267	0.3565102406
1268	0.3564111181
1269	0.3563233811
1270	0.3561276254
1271	0.3560251308
1272	0.3558750107
1273	0.3557418569
1274	0.3555038744
1275	0.3553532762
1276	0.3551515308
1277	0.3550565539
1278	0.3548610992
1279	0.3548078851
1280	0.3546832548
1281	0.3544928623
1282	0.3543586196
1283	0.3542611481
1284	0.3541827168
1285	0.3541220923
1286	0.3538856099
1287	0.3537790625
1288	0.3537170004
1289	0.3536276453
1290	0.3535088418
1291	0.3534509733
1292	0.3533635379
1293	0.3532304657
1294	0.353174505
1295	0.3530864701
1296	0.3530007682
1297	0.3528884043
1298	0.3527565123
1299	0.3526051945
1300	0.3524190282
1301	0.3523727544
1302	0.35225542
1303	0.3520538439
1304	0.3518669722
1305	0.3517811217
1306	0.3516558429
1307	0.3515045559
1308	0.3514046896
1309	0.3513205975
1310	0.351219114
1311	0.3511347725
1312	0.3509803531
1313	0.3508317808
1314	0.350759848
1315	0.3505793463
1316	0.3504887327
1317	0.3503142316
1318	0.3502419014
1319	0.3501856486
1320	0.3500356546
1321	0.349949548
1322	0.3498439255
1323	0.3496817463
1324	0.3496057679
1325	0.3495072802
1326	0.3493286111
1327	0.3491973139
1328	0.3491299071
1329	0.3490368148
1330	0.3489104497
1331	0.3487910988
1332	0.3487552512
1333	0.3486601299
1334	0.3484289927
1335	0.3483308694
1336	0.3482578053
1337	0.3480569035
1338	0.3479960424
1339	0.3478146937
1340	0.3477316015
1341	0.3475561641
1342	0.3473996565
1343	0.3473389754
1344	0.3472351906
1345	0.3471737095
1346	0.347098298
1347	0.3469402419
1348	0.3468086108
1349	0.3466533312
1350	0.3465960191
1351	0.3465240369
1352	0.3463751738
1353	0.3461872777
1354	0.3461442216
1355	0.3460205486
1356	0.3459511673
1357	0.3459051813
1358	0.3458607936
1359	0.345779616
1360	0.3456709932
1361	0.3455919075
1362	0.3454107915
1363	0.3453088382
1364	0.3451863845
1365	0.345114527
1366	0.3448858489
1367	0.3447294947
1368	0.3446549815
1369	0.344553293
1370	0.3443677403
1371	0.3442638671
1372	0.3441439977
1373	0.3439943342
1374	0.3439358367
1375	0.3438808655
1376	0.3437660738
1377	0.3437106984
1378	0.3436413603
1379	0.3435450581
1380	0.3434466573
1381	0.3433566477
1382	0.3431730605
1383	0.3430665303
1384	0.3430031427
1385	0.3429112405
1386	0.3428062579
1387	0.342597831
1388	0.3425400746
1389	0.34244771
1390	0.3424052347
1391	0.3422967853
1392	0.3422037527
1393	0.3421623083
1394	0.3420581051
1395	0.342020491
1396	0.3418848164
1397	0.3418065984
1398	0.341675727
1399	0.341559895
1400	0.3414080166
1401	0.3413554783
1402	0.341215636
1403	0.3411630374
1404	0.341080107
1405	0.3409774448
1406	0.3408883818
1407	0.3408258513
1408	0.3406674293
1409	0.3405841661
1410	0.3404336546
1411	0.3402988953
1412	0.3401508737
1413	0.3400590126
1414	0.3399515566
1415	0.3397863983
1416	0.3396217322
1417	0.3394761996
1418	0.3394125098
1419	0.3392262639
1420	0.3391257521
1421	0.339027154
1422	0.3388478154
1423	0.3387733859
1424	0.3386352354
1425	0.338509438
1426	0.3383795296
1427	0.3382937277
1428	0.3382078828
1429	0.3381769425
1430	0.3380328788
1431	0.3379250021
1432	0.337883132
1433	0.3377651356
1434	0.3376652171
1435	0.3376034363
1436	0.3374779368
1437	0.3374280672
1438	0.3372824688
1439	0.3371977532
1440	0.3371059858
1441	0.3370369761
1442	0.3369529541
1443	0.3368529411
1444	0.336775007
1445	0.3367127835
1446	0.3366382262
1447	0.3365449099
1448	0.3364256365
1449	0.3363741316
1450	0.3362515262
1451	0.3361605457
1452	0.3360278928
1453	0.3357940829
1454	0.335662134
1455	0.335600414
1456	0.3355205484
1457	0.3354313048
1458	0.3352747106
1459	0.3351053353
1460	0.3350371849
1461	0.3349812024
1462	0.3349249363
1463	0.3348200379
1464	0.3347259477
1465	0.3346418396
1466	0.3345341639
1467	0.3343628945
1468	0.3342985129
1469	0.3342331789
1470	0.3341593025
1471	0.3340071285
1472	0.3339343932
1473	0.3338746537
1474	0.3337228955
1475	0.3336752875
1476	0.3336210984
1477	0.333577239
1478	0.3335087279
1479	0.3333238369
1480	0.3332243654
1481	0.3331112853
1482	0.3330049001
1483	0.3329140299
1484	0.3327795256
1485	0.3326757028
1486	0.3326074427
1487	0.3324460065
1488	0.3323376982
1489	0.3322977321
1490	0.3322166016
1491	0.3321799761
1492	0.3321344467
1493	0.3320292405
1494	0.3319319526
1495	0.3318548646
1496	0.3317745339
1497	0.3317132591
1498	0.3316556225
1499	0.3315014359
